scholarshipID,scholarshipDetailURL,Award Name,Organization,Purposes,Level Of Study,Award Type,Award Amount,Deadline
9991626,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9991626,Salvatore J. Monte Thermoplastic Materials & Foams Division,Society of Plastics Engineers,To support those who are studying in the field(s) of plastics engineering.,Bachelor's Degree,Scholarship,"$2,500",April
9991625,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9991625,Polymer Modifiers and Additives Division (PMAD) Scholarship (PMAD),Society of Plastics Engineers,To support those who are studying in the field(s) of plastics engineering.,Bachelor's Degree  Graduate Degree,Scholarship,"$2,000",April
9991525,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9991525,Liebherr Mining – Senior Scholarship,Society of Women Engineers,"To help women achieve full potential in careers as engineers and leaders, expand the image of the engineering profession as a positive force improving the quality of life, and demonstrate the value of diversity.",Bachelor's Degree,Scholarship,"$1,250",February
9991533,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9991533,Intel Undergraduate Diversity Scholarship,Society of Women Engineers,"To help women achieve full potential in careers as engineers and leaders, expand the image of the engineering profession as a positive force improving the quality of life, and demonstrate the value of diversity.",Bachelor's Degree,Scholarship,"$5,000",February
9991583,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9991583,Amateur Radio Digital Communications Scholarship - Sophomore to,Society of Women Engineers,"To help women achieve full potential in careers as engineers and leaders, expand the image of the engineering profession as a positive force improving the quality of life, and demonstrate the value of diversity.",Bachelor's Degree  Graduate Degree,Scholarship,"$7,500",February
9991577,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9991577,Anne Maureen Whitney Barrow Memorial Scholarship,Society of Women Engineers,"To help women achieve full potential in careers as engineers and leaders, expand the image of the engineering profession as a positive force improving the quality of life, and demonstrate the value of diversity.",Bachelor's Degree  Graduate Degree,Scholarship,"$9,000",March
9995447,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9995447,Gunter Mecking Memorial Scholarship,Horticultural Research Institute,To support students pursuing degrees in horticulture and related fields.,Bachelor's Degree  Graduate Degree,Scholarship,"$1,000",June
9997089,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9997089,Cornell Botanic Gardens Student Summer Internships,Cornell Botanic Gardens  Cornell University College of Agriculture and Life Sciences,To provide an educational and work experience involving hands-on training that builds on classroom learning and represents the full spectrum of work throughout the organization.,Bachelor's Degree  Graduate Degree,N/A,$15,May
9995442,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9995442,Wright Family of Alabama Scholarship,Horticultural Research Institute,To support students pursuing degrees in horticulture and related fields.,Associate Degree  Bachelor's Degree  Graduate Degree  High School  Professional Development  Vocational,Scholarship,"$2,000",June
9990367,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9990367,The Garden Club Council of Winston-Salem and Forsyth County,Winston-Salem Foundation,To provide financial support to students in the Foundation's service area who plan to pursue post-secondary degrees in horticulture or landscape curriculums.,Associate Degree  Bachelor's Degree  Vocational,Scholarship,N/A,March
9995444,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9995444,Susie & Bruce Usrey Education Scholarship,Horticultural Research Institute,To horticulture students enrolled in a California state university or college.,Bachelor's Degree  Graduate Degree,Scholarship,$500,February
9992349,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9992349,Rain Bird Intelligent Use of Water Scholarship,Rain Bird Corporation,"To support an outstanding landscape architecture, horticulture or irrigation science student.",Bachelor's Degree,Scholarship,"$2,500",February
9995329,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9995329,Charles LeGeyt Fortescue Scholarship,Institute of Electrical and Electronics Engineers,To recognize of his valuable contributions to the field of electrical engineering.,Bachelor's Degree  Graduate Degree  Professional Development,Prize  Scholarship,"$24,000",May
9994558,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9994558,MAES Presidential Scholarship,MAES,"To increase the number of Latino students completing their higher education goals and are awarded to student members in the fields of Science, Technology, Engineering, and Mathematics.",Bachelor's Degree  Graduate Degree,Scholarship,N/A,March
9995314,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9995314,UPS Scholarship for Female Students,Institute of Industrial and Systems Engineers,To support the education of female industrial engineering students.,Bachelor's Degree,Scholarship,"$4,000",
9995136,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9995136,Claussen/FTEE Memorial Scholarship,International Technology and Engineering Educators Association,To encourage professional development participation of undergraduate junior and senior TEECA members at the annual ITEEA Conference.,Bachelor's Degree,Scholarship,N/A,November
9991710,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9991710,Chapter 23 - Quad Cities Scholarship,Society of Manufacturing Engineers Education Foundation,"To provide assistance to students who are pursuing manufacturing engineering, industrial engineering, manufacturing technology, or integrated manufacturing systems.",Bachelor's Degree,Scholarship,N/A,February
9991717,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9991717,Walt Bartram Memorial Education Award,Society of Manufacturing Engineers Education Foundation,"To assist students in Arizona, New Mexico, and Southern California who are pursuing manufacturing engineering or related fields.",Bachelor's Degree,Prize,N/A,February
9991702,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9991702,Chapter 67 - Phoenix Scholarship,Society of Manufacturing Engineers Education Foundation,"To provide assistance to students seeking degrees in manufacturing engineering, industrial engineering, manufacturing technology programs, or closely related fields.",Bachelor's Degree,Scholarship,N/A,February
9991680,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9991680,Myrtle & Earl Walker Scholarships,Society of Manufacturing Engineers Education Foundation,To provide students the assistance they need in studying manufacturing engineering or technology.,Bachelor's Degree,Scholarship,N/A,February
9991686,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9991686,SME Directors Scholarship,Society of Manufacturing Engineers Education Foundation,To assist undergraduate students pursuing degrees in manufacturing engineering or related fields.,Bachelor's Degree,Prize,N/A,February
9991689,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9991689,Joseph F. Novek Outstanding Leader Award,Society of Manufacturing Engineers Education Foundation,To recognize and support students who exhibited such qualities similar to the namesake of the award in their academic and professional lives.,Associate Degree  Bachelor's Degree  Graduate Degree,Scholarship,N/A,February
9991691,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9991691,Clarence & Josephine Myers Undergraduate Scholarship,Society of Manufacturing Engineers Education Foundation,"To support students pursuing degrees in manufacturing, mechanical, or industrial engineering in the state of Indiana.",Associate Degree  Bachelor's Degree  Vocational,Scholarship,N/A,February
9991687,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9991687,Prof. George Schneider Scholarship,Society of Manufacturing Engineers Education Foundation,"To support students pursuing degrees in manufacturing, technology, or closely related fields.",Bachelor's Degree,Scholarship,N/A,February
9991697,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9991697,Lucile B. Kaufman Women's Scholarship,Society of Manufacturing Engineers Education Foundation,"To support female students pursuing degrees in manufacturing engineering, technology, or a closely related field in the United States or Canada.",Bachelor's Degree,Scholarship,N/A,February
9991705,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9991705,Chapter 6 - Fairfield County Scholarship,Society of Manufacturing Engineers Education Foundation,To provide assistance to students who are pursuing manufacturing engineering.,Bachelor's Degree,Scholarship,N/A,February
9991708,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9991708,Chapter 4 - Lawrence A. Wacker Memorial Scholarship,Society of Manufacturing Engineers Education Foundation,"To provide assistance to students pursuing degrees in manufacturing, mechanical, or industrial engineering at a college or university in the state of Wisconsin.",Bachelor's Degree,Scholarship,N/A,February
9991704,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9991704,Chapter 63 - Morrow Scholarship,Society of Manufacturing Engineers Education Foundation,To support students seeking degrees in manufacturing engineering or closely related fields.,Bachelor's Degree,Scholarship,N/A,February
9991707,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9991707,Chapter 52 - Wichita Scholarship,Society of Manufacturing Engineers Education Foundation,"To provide assistance to students pursuing degrees in manufacturing, mechanical, or industrial engineering, engineering technology, or industrial technology at an accredited public or private college or university in Kansas.",Associate Degree  Bachelor's Degree  Graduate Degree  Vocational,Scholarship,N/A,February
9999301,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9999301,John J. McKetta Undergraduate Scholarship,American Institute of Chemical Engineers,To provide a chemical engineering undergraduate student planning a career in the chemical engineering process industries.,Bachelor's Degree,Scholarship,"$5,000",June
9991809,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9991809,Frank Fong Memorial Scholarship,Society of Allied Weight Engineers,"To provide this program, children are defined as natural and legally adopted children or stepchildren of members.",Bachelor's Degree  Vocational,Scholarship,"$1,000",April
9999303,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9999303,AIChE Minority Scholarship Awards for College Students,American Institute of Chemical Engineers,To provide to AIChE undergraduate student members.,Bachelor's Degree,Scholarship,"$1,000",September
9995147,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9995147,SEE Education Foundation Scholarship,International Society of Explosives Engineers,"To support students pursuing a technical undergraduate, graduate or doctorate degree in the fields of education related to the commercial explosives industry.",Bachelor's Degree  Graduate Degree,Scholarship,"$81,000",May
9991751,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9991751,Ansys Scholarship,Society of Hispanic Professional Engineers,To support students pursing undergraduate and graduate degrees in engineering or computer science.,Bachelor's Degree  Graduate Degree,Scholarship,"$6,000",
9991747,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9991747,Helen Cuesta Scholarship,Society of Hispanic Professional Engineers,To support a female student pursuing a STEM degree.,Bachelor's Degree  Graduate Degree,Scholarship,"$2,000",
9991750,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9991750,Arup Scholarship,Society of Hispanic Professional Engineers,To support undergraduate and graduate students pursuing engineering degrees.,Bachelor's Degree  Graduate Degree,Scholarship,"$5,000",
9999300,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9999300,Donald F. & Mildred Topp Othmer Scholarship Awards,American Institute of Chemical Engineers,To provide financial assistance for AIChE national student members for their undergraduate education in chemical engineering.,Bachelor's Degree,Scholarship,"$1,000",June
9991739,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9991739,SPHE Undergraduate Scholarship,Society of Hispanic Professional Engineers,To support undergraduate students pursuing STEM degrees.,Bachelor's Degree,Scholarship,"$2,000",
9991743,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9991743,SHPE Pride Scholarship,Society of Hispanic Professional Engineers,To support undergraduate and graduate LGBTQ+ students pursuing STEM degrees.,Bachelor's Degree  Graduate Degree,Scholarship,"$2,000",
9991745,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9991745,Medtronic Foundation Scholarship,Society of Hispanic Professional Engineers,To support students pursuing undergraduate engineering degrees.,Bachelor's Degree,Scholarship,"$25,000",
9991746,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9991746,GE Scholarship,Society of Hispanic Professional Engineers,To support undergraduate students pursuing STEM degrees.,Bachelor's Degree,Scholarship,"$10,000",
9993802,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9993802,Maurizio A. Gianturco Scholarship,National Italian American Foundation,"To support an outstanding Italian American student studying abroad in Italy and majoring in fine arts, liberal arts, language, or architecture.",Bachelor's Degree  Graduate Degree,Scholarship,N/A,March
9997407,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9997407,D&A Florida Scholarships,Collaboratory,To fund a student who will attend,Bachelor's Degree,Scholarship,"$10,000",March
9998382,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9998382,Virginia Tech Student Travel Award,Association of Environmental Engineering and Science Professors,To support the recipients' travel to attend the biennial AEESP Education and Research Conference.,Bachelor's Degree  Graduate Degree,Prize,$750,
9999316,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9999316,AISES Summer Internships,American Indian Science and Engineering Society,To provide Native American students with applied work experience and an opportunity to explore career options.,Bachelor's Degree  Graduate Degree,N/A,N/A,February
9999317,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9999317,AISES Intel Growing The Legacy Scholarship Program,American Indian Science and Engineering Society,To support students pursuing an undergraduate or graduate STEM degree.,Bachelor's Degree  Graduate Degree,Scholarship,"$5,000  $10,000",May
9994559,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9994559,MAES Padrino/Madrina Scholarships,MAES,To increase the number of Hispanic students completing their higher education goals.,Bachelor's Degree,Scholarship,N/A,
9994561,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9994561,MAES Founders Scholarship,MAES,"To increase the number of Latino students completing their higher education goals and are awarded to student members in the fields of Science, Technology, Engineering, and Mathematics.",Bachelor's Degree  Graduate Degree,Scholarship,N/A,March
9995319,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9995319,John L. Imhoff Scholarship,Institute of Industrial and Systems Engineers,"To support a student pursuing an industrial engineering degree who, by academic, employment and/or professional achievements, has made noteworthy contributions to the development of the industrial engineering profession through international understanding.",Bachelor's Degree  Graduate Degree,Scholarship,"$1,000",November
9995318,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9995318,Harold and Inge Marcus Scholarship,Institute of Industrial and Systems Engineers,To support undergraduate industrial engineering students for academic excellence and noteworthy contribution to the development of the industrial engineering profession.,Bachelor's Degree,Scholarship,"$1,000",November
9991641,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9991641,Children of SPE Evangeline Section Membership Scholarship,Society of Petroleum Engineers - Evangeline Section,To provide support to eligible children of SPS Evangeline Section members pursuing Bachelor's or Master's degrees.,Bachelor's Degree  Graduate Degree,Scholarship,"$500  $1,000",July
9991699,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9991699,Connie and Robert T. Gunter Scholarship,Society of Manufacturing Engineers Education Foundation,To support students seeking degrees in manufacturing engineering or technology in Georgia.,Bachelor's Degree,Scholarship,N/A,February
9991709,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9991709,Chapter 31 - Peoria Scholarship,Society of Manufacturing Engineers Education Foundation,"To provide assistance to students who are pursuing manufacturing engineering, industrial engineering, manufacturing technology, or a manufacturing related degree program.",Bachelor's Degree,Scholarship,N/A,February
9991712,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9991712,Chapter 116 - Roscoe Douglas Scholarship,Society of Manufacturing Engineers Education Foundation,To provide assistance to students who are pursuing manufacturing engineering or manufacturing engineering technology degrees.,Bachelor's Degree,Scholarship,N/A,February
9991713,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9991713,Chapter 1 – Detroit Undergraduate Scholarship,Society of Manufacturing Engineers Education Foundation,To provide assistance to students who are pursuing manufacturing engineering.,Associate Degree  Bachelor's Degree  Vocational,Scholarship,N/A,February
9991711,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9991711,Chapter 17 - St. Louis Scholarship,Society of Manufacturing Engineers Education Foundation,"To provide assistance to students who are pursuing manufacturing engineering, industrial technology, or other manufacturing related programs.",Bachelor's Degree,Scholarship,N/A,February
9991715,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9991715,Arthur and Gladys Cervenka Scholarship,Society of Manufacturing Engineers Education Foundation,To provide assistance to students who are pursuing manufacturing engineering.,Bachelor's Degree,Scholarship,N/A,February
9991692,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9991692,Giuliano Mazzetti Scholarship,Society of Manufacturing Engineers Education Foundation,To provide students the assistance they need in studying manufacturing engineering or technology in the United States or Canada.,Bachelor's Degree,Prize  Scholarship,N/A,February
9991693,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9991693,E. Wayne Kay High School Scholarship,Society of Manufacturing Engineers Education Foundation,To provide students the assistance they need in attending an accredited college or university in manufacturing engineering or technology programs.,Bachelor's Degree,Scholarship,N/A,February
9991695,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9991695,E. Wayne Kay Community College Scholarship,Society of Manufacturing Engineers Education Foundation,To support students pursuing degrees in manufacturing or closely related fields at community colleges and trade schools.,Associate Degree  Bachelor's Degree  Vocational,Scholarship,N/A,February
9991688,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9991688,Schneider/Bingle PLTW Scholarship,Society of Manufacturing Engineers Education Foundation,"To support students seeking degrees in manufacturing engineering, industrial engineering, or closely related degree programs.",Bachelor's Degree,Scholarship,N/A,February
9995131,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9995131,Veterans Make Great STEM Teachers,International Technology and Engineering Educators Association,to honor those who have served our country and are now committed to serving/teaching our students.,Bachelor's Degree  Graduate Degree,Scholarship,"$1,000  $3,000",December
9995321,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9995321,IISE Council of Fellows Undergraduate Scholarship,Institute of Industrial and Systems Engineers,To reward outstanding academic scholarship and leadership at the undergraduate level.,Bachelor's Degree,Scholarship,"$4,000",November
9998386,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9998386,Marliave Scholarship Fund,Association of Environmental & Engineering Geologists,To support academic activity and reward outstanding scholarship in Engineering Geology and Geological Engineering.,Bachelor's Degree  Graduate Degree,Scholarship,"$3,000",
9995312,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9995312,Lisa Zaken Award For Excellence,Institute of Industrial and Systems Engineers,To recognize excellence in scholarly activities and leadership related to the industrial engineering profession on campus.,Bachelor's Degree  Graduate Degree,Prize  Scholarship,"$1,000",November
9995320,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9995320,IISE Presidents Scholarship,Institute of Industrial and Systems Engineers,To support student excellence in scholarly activities and leadership of the industrial engineering profession.,Bachelor's Degree,Scholarship,"$1,000",November
9995313,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9995313,UPS Scholarship for Minority Students,Institute of Industrial and Systems Engineers,To support the education of minority industrial engineering students.,Bachelor's Degree,Scholarship,"$4,000",
9995134,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9995134,Litherland/FTEE Undergraduate Scholarship,International Technology and Engineering Educators Association,To honor majoring in technology and engineering education teacher preparation.,Bachelor's Degree,Scholarship,$500,November
9995316,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9995316,A.O. Putnam Memorial Scholarship,Institute of Industrial and Systems Engineers,To support the education of industrial engineering students.,Bachelor's Degree,Scholarship,"$2,500",November
9995317,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9995317,Marvin Mundel Memorial Scholarship,Institute of Industrial and Systems Engineers,To support the education of industrial engineering students for academic excellence and campus leadership.,Bachelor's Degree,Scholarship,"$1,000",November
9994560,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9994560,MAES General Scholarships,MAES,To increase the number of Latino students completing their higher education goals.,Bachelor's Degree  Graduate Degree,Scholarship,"$1,000  $2,000",March
9995323,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9995323,Dwight D. Gardner Scholarship,Institute of Industrial and Systems Engineers,To support students pursuing degrees in industrial engineering.,Bachelor's Degree,Scholarship,"$3,000  $4,000",November
9991681,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9991681,Myrtle and Earl Walker Scholarship,Society of Manufacturing Engineers Education Foundation,To assist undergraduate students pursuing degrees in manufacturing engineering or related fields.,Bachelor's Degree,Prize,N/A,February
9991682,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9991682,SME Future Leaders of Manufacturing Scholarship,Society of Manufacturing Engineers Education Foundation,"To support students pursuing degrees in manufacturing engineering, engineering technology, industrial technology, technical or related engineering fields.",Bachelor's Degree  Graduate Degree,Scholarship,N/A,February
9991683,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9991683,SME Education Foundation Family Scholarships,Society of Manufacturing Engineers Education Foundation,"To support the children or grandchildren of SME members who are pursuing degrees in manufacturing engineering, manufacturing engineering technology, or closely related engineering fields of study.",Bachelor's Degree,Scholarship,"$20,000  $40,000",February
9991684,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9991684,SME Education Foundation Family Scholarship,Society of Manufacturing Engineers Education Foundation,To assist students pursuing careers in manufacturing engineering or related fields.,Bachelor's Degree,Prize,"$20,000  $40,000",
9991678,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9991678,Albert E. Wischmeyer Scholarship,Society of Manufacturing Engineers Education Foundation,To provide assistance to students who are pursuing manufacturing engineering.,Bachelor's Degree,Scholarship,N/A,February
9991685,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9991685,SME Directors Scholarships,Society of Manufacturing Engineers Education Foundation,To support SME members pursuing undergraduate degrees in manufacturing or closely related fields of study in the United States or Canada.,Bachelor's Degree,Scholarship,N/A,February
9991679,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9991679,William E. Weisel Scholarship,Society of Manufacturing Engineers Education Foundation,To support students pursuing engineering or technology programs in the United States or Canada.,Bachelor's Degree,Scholarship,N/A,February
9991690,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9991690,North Central Region 9 Scholarship,Society of Manufacturing Engineers Education Foundation,"To support students pursuing degrees in manufacturing, mechanical, or industrial engineering, or industrial technology.",Associate Degree  Bachelor's Degree,Scholarship,N/A,February
9991696,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9991696,E. Wayne Kay Co-Op Scholarship,Society of Manufacturing Engineers Education Foundation,To support students pursuing studies in a manufacturing engineering or technology degree program in the United States or Canada.,Bachelor's Degree,Scholarship,N/A,February
9991716,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9991716,Walt Bartram Memorial Education Scholarship,Society of Manufacturing Engineers Education Foundation,To provide assistance to students who are pursuing a manufacturing engineering degree.,Bachelor's Degree,Scholarship,"$1,000  $6,000",February
9991706,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9991706,Chapter 56 - Ft. Wayne Scholarship,Society of Manufacturing Engineers Education Foundation,"To provide assistance to students seeking degrees in manufacturing, mechanical, or industrial engineering, engineering technology, or industrial technology at an accredited public or private college or university located in the state of Indiana.",Associate Degree  Bachelor's Degree  Graduate Degree  Vocational,Scholarship,N/A,February
9991700,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9991700,Chapter 93 - Albuquerque Scholarship,Society of Manufacturing Engineers Education Foundation,To provide assistance to students pursuing degrees in manufacturing engineering or related field at a New Mexico college or university.,Bachelor's Degree,Scholarship,N/A,February
9991701,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9991701,Chapter 79/198/311 Scholarship,Society of Manufacturing Engineers Education Foundation,"To provide assistance to students seeking degrees in technology, engineering, mathematics, or manufacturing.",Associate Degree  Bachelor's Degree  Graduate Degree  Vocational,Scholarship,N/A,February
9991703,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9991703,Chapter 63 - Smith Memorial Scholarship,Society of Manufacturing Engineers Education Foundation,To support students seeking degrees in manufacturing engineering or closely related fields.,Bachelor's Degree,Scholarship,N/A,February
9991714,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9991714,Chapter 1 - Detroit Associate Scholarship,Society of Manufacturing Engineers Education Foundation,"To provide assistance to students seeking degrees in manufacturing engineering, manufacturing engineering technology, or a closely related degree or certificate program.",Associate Degree  Bachelor's Degree  Graduate Degree  Vocational,Prize,N/A,February
9996026,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9996026,Associated Staffing Skilled Trades Scholarship,Greater Grand Island Community Foundation,To support local graduates and GED holders pursuing skilled trade degrees.,Associate Degree  Bachelor's Degree  Vocational,Scholarship,N/A,
9990642,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9990642,Mark Blucher Planning Scholarship,Vermont Student Assistance Corporation,To support students interested in furthering their education in land use planning or a related field.,Bachelor's Degree  Graduate Degree  Professional Development  Vocational,Scholarship,"$1,000",February
9994326,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9994326,MALSCE Memorial Scholarship,Massachusetts Association of Land Surveyors and Civil Engineers,"To provide educational support to the residents of Massachusetts who are studying surveying, civil engineering or environmental engineering programs.",Associate Degree  Bachelor's Degree,Scholarship,"$500  $1,000  $2,000",November
9999054,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9999054,Larry L. Etherton Scholarships,American Railway Engineering and Maintenance-of-Way Association,To support the continuing education of railway engineering students at the University of Illinois in the Engineering Department at Urbana-Champaign.,Bachelor's Degree  Graduate Degree,Scholarship,"$1,500",December
9999055,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9999055,John J. Cunningham Memorial Scholarship,American Railway Engineering and Maintenance-of-Way Association,To support the education of student in a professional field that has direct applications in the passenger rail sector.,Bachelor's Degree,Scholarship,"$1,000",December
9995142,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9995142,ISOPE Offshore Mechanics Scholarships for Outstanding Students,International Society of Offshore and Polar Engineers,"To provide students the opportunity to engage in research in the field of Offshore Mechanics, Ocean, Arctic, and Related Engineering fields.",Bachelor's Degree  Graduate Degree,Scholarship,"$1,000",April
9995122,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9995122,Local 564 Scholarship,International Union of Operating Engineers - Local 564,To support members' dependent children that are graduating High School Seniors.,Bachelor's Degree,Scholarship,$500,March
9996760,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9996760,Dumbarton Oaks Research Library and Collection Summer Internships,Dumbarton Oaks Research Library and Collection,"To support educational expenses of the students in studying Byzantine, Pre-Columbian, or Garden and Landscape Studies.",Bachelor's Degree  Graduate Degree,N/A,$16,February
